@relation train

@attribute Text string
@attribute Class {"pos", "neg"}

@data
"بعضي بچه ها همين اشتباه رو دارن که بدون توجه به اندازه و نوع سنسور ٬ به مقايسه‌ي دوربينها مي‌پردازن ٬ مثلا مقايسه G15 با HX200V اصلا کار درستي نيست چون G15 سنسور بزرگتري داره و ميتونه تا سقف ۱۲ مگاپيکسل جزئيات تصاوير رو ثبت کنه يا به عبارتي G15 يک دوربين ۱۲ مگاپيکسل واقعيه اما HX200V در نهايت تا رزولشن 9.7 مگاپيکسل توانايي ثبت تصاوير رو داره اون هم به دليل سنسور کوچيکتر٬ البته هنگام مقايسه دوربين ها از فاصله کانوني و محدوده‌ي ديافراگم غافل نشيد.","neg"
"به هر حال امکاناتي که سوني به کاربرش ارائه مي‌کنه واقعاً بيشتره و دوربينهاي سوني عملا دوبينهايي عامه پسندتر و خانوادگي و کانن دوربينهايي حرفه‌اي‌تر از لحاظ کيفيت ثبت تصاوير شناخته ميشن.","pos"
"با سلام، من حدود 3ماهه اين دوربينو خريدم و در اين مدت به نقاط قوتي همچون لنز فوق‌العاده کارل زايس، زوم بالا، نويز کم حتي در ايزو3200، صفحه نمايش با کيفيت و از همه مهمتر فيلم‌برداري فوق‌العاده اون پي بردم و خريدش رو به همه ي عکاسان حرفه اي و آماتور پيشنهاد ميکنم.","pos"
"خيلي دوربين خوبيه کيفيت عکساش عاليه .","pos"
"فيلم و ضبط صداشم فوق‌العاده است.","pos"
"من که خيلي راضيم.","pos"
"بسيار دوربين عالي و کار کردن با آن راحت است.","pos"
"با يه ذره اطلاعات از عکاسي حرفه اي و کمي تجربه ميتونين بهترين عکسها رو با اين دوربين بگيريد.","pos"
"من خودم حدودا شش ماهه اين دوربين رو دارم حرف نداره   فيلم‌برداريش از دوربيناي بزرگ خيلي بهتره   اگه ميخواين دوربيني در اين حد بخرين بهترين گزينه ست بدون شک","pos"
"واقعا دوربين عالي هست .","pos"
"کيفيت تصاويرش خيلي خوبه.","pos"
"فيلم برداريش حرف نداره ( ميشه باهاش موزيک ويديو ساخت ) اما متأسفانه دو هفته پيش گمش کردم .","pos"
"ديجي کالا همه چيز رو از همه جاي ايران ارزون‌تر ميده .","pos"
"عکسهايي که باهاش ميگيرم فوق‌العادست.","pos"
"تو نيمه حرفه اي ها عاليه.","pos"
"دوربين خيلي خيلي خوبي هست.","pos"
"ميشه با يه دوربين خيلي ساده هم عکس خوب هنري گرفت.","pos"
"اين دوربين مهم‌ترين امکانش همين لنز خيلي خوب و قوي هست.","pos"
"خيلي راحت فوکوس خودکار عمل ميکنه.","pos"
"ما که همه جوره راضي هستيم.","pos"
"من که خيلي ازش راضي بودم","pos"
"زوم بسيار عالي داره فلشش خيلي کاربرد داره کيفيت عکس و فيلم‌برداري در سطح مطلوبيه صدا برداري خوبي داره.","pos"
"برنامه play memories home & online بسيار پر کاربرده که به شما اجازه ميده هرجايي که هستين از طريق گوشي هاي آندرويد يا آپل خودتون عکس ها و فيلم برداري هايي که با دوربين انجام دادينو به راحتي آپلود کنيد و ببينيد !","pos"
"حتي نسبت به کنون S5 که 8مگاپيکسله کيفيتش کمتره!","neg"
"من در همه ي حالات امتحانش کردم، زوم عالي، رنگهاي طبيعي، امکانات فراوان و.","pos"
"اما اين مشکلش خيلي بده.","neg"
"دوربين خيلي خوبيست و دوستان مزاياي او را گفته اند فلذا من به معايب ميپردازم  چندتا مشکل دارد .","pos"
"1-به نسبت قيمتش و در مقايسه با دوربين هاي در اين رده مثل sx40 و fz150  نويز در آن زياد است و عملا بعد از iso 1600 نويز آن شديد ميشود و عکس را خراب ميکند و عکس در حالت عادي خوب است ولي وقتي روي آن زوم کني ميفهمي چقدر نويز دارد  2-در نور کم عملکرد خوبي ندارد  3-باز هم مثل هميشه دستکاري در رنگها که از خصوصيات سوني است و افراد حرفه اي آن را نمي پسندند  4-صفحه نمايش آن گردان نيست  5-قيمتش نسبت به خصوصياتش به نظر من بالاست  6-ايزو بالا و مگاپيکسل بالا آن عملا کارايي ندارد چون حسگر اين قدرت را ندارد که عکس خوبي در ايزو بالا بگيرد و مگاپيکسل آن هم با اين حسگر نميسازد و حتي شايد عکس را خراب کند","neg"
"من با hx100 کار کرده ام دوستاني که مي گويند اين دوربين با hx100 تفاوت چنداني ندارد بايد به عرض شون برسانم که اين دوربين يعني hx200v از لحاظ کيفيت عکس داراي dpi 350 است که در نوع خود و در کلاس  کامپکت ها عملکرد بسيار عالي به حساب مي آيد .","pos"
"در سري کامپکت ها حرف اولو مي زنه!","pos"
"در نهايت بخاطر کيفيت فيلم‌برداري بهتر دوربين سوني ،  نمايشگر بزرگتر و بسيار با کيفيت‌تر اون و اينکه به روزتر و پيشرفته‌تره و امکانات بيشتري داره و همچنين بخاطر شکل ظاهر بهتر دوربين سوني , اين دوربين رو خريدم.","pos"
"الان هم ازش راضيم کيفيت عکساش خيلي خوبه ولي به نظرم اينکه يه حداقل دانشي از اصول عکاسي داشته باشي خيلي کمک ميکنه که عکساي با کيفيت و زيبايي بتوني بگيري .","pos"
"دوربين هاي ژاپني همشون عالين .","pos"
"سوني يه شرکت بزرگ و پيشرفته ست.","pos"
"ايزو و سنسور داخلي،  تکنولوژي آي فاي و بيسيم که بهش اضافه شده ارزش محصول رو بالاتر از مدل قبلي ميکنه.","pos"
"سلام به همه ي دوستان   به نظر من اين دوربين ميتونه واسه ي کسايي که ميخوان شروع به عکاسي کنه يه دوربين ايده‌آلي باشه  من خودم به تازگي اين دوربينو گرفتم و کاملاً ازش راضيم البته نسبت به قيمتش","pos"
"اگرچه به نظر از نظر سخت افزاري و مشخصات فني تغييرات خاص و محسوسي در اين مدل نسبت به مدل قبلي يعني HX100V اعمال نشده است،  اما به نظر مي رساند تغييرات نرم‌افزاري مطلوبي به آن افزوده شده باشد.","pos"
"تغييراتي که باعث خواهد شد تا از محصولي با عنوان دوربين  ديجيتال  نهايت بهره را ببريد و واقعاً احساس کنيد پديده ديجيتال به کمکتان آمده است تا تصاوير بهتري ايجاد کنيد.","pos"
"ولي يک چيز را در نظر داشته باشيد SONY در ضبط تصاوير بي‌نظير ويدئويي و خلق تصاوير 3D هميشه ماهرانه و  مثال‌زدني بوده است.","pos"
"به عنوان يک عکاسي که با دوربينهاي مختلف کار کرده ام مي تونم بگويم اين سري از دوربينهاي سوني نسبت به قيمت آنها واقعاً فوق‌العاده‌اند.","pos"
